::ffff:127.0.0.1 - - [08/Mar/2023:01:52:57 +0000] "POST /v1/api/auth/signup HTTP/1.1" 500 51 "-" "vscode-restclient"
::ffff:127.0.0.1 - - [08/Mar/2023:01:54:15 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 49 "-" "vscode-restclient"
::ffff:127.0.0.1 - - [08/Mar/2023:01:54:38 +0000] "POST /v1/api/auth/signup HTTP/1.1" 500 51 "-" "vscode-restclient"
::ffff:127.0.0.1 - - [08/Mar/2023:01:57:49 +0000] "POST /v1/api/auth/signup HTTP/1.1" 500 51 "-" "vscode-restclient"
::ffff:127.0.0.1 - - [08/Mar/2023:01:59:08 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 49 "-" "vscode-restclient"
::1 - - [08/Mar/2023:02:00:57 +0000] "POST /v1/api/auth/signup HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:02:27 +0000] "POST /v1/api/auth/signup HTTP/1.1" 500 35 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:03:33 +0000] "POST /v1/api/auth/signup HTTP/1.1" 500 35 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:04:58 +0000] "POST /v1/api/auth/signup HTTP/1.1" 500 35 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:05:57 +0000] "POST /v1/api/auth/signup HTTP/1.1" 200 482 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:11:17 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:12:28 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:12:30 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:12:30 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:12:31 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:12:32 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:12:32 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:12:33 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:12:33 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:12:57 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:13:15 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:13:23 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:14:15 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:14:15 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:14:41 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:14:59 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:16:16 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:17:28 +0000] "POST /v1/api/auth/signin HTTP/1.1" 200 485 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:17:36 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:24:52 +0000] "POST /v1/api/auth/signin HTTP/1.1" 200 485 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:24:52 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:24:53 +0000] "POST /v1/api/auth/signin HTTP/1.1" 200 485 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:24:54 +0000] "POST /v1/api/auth/signin HTTP/1.1" 200 485 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:24:55 +0000] "POST /v1/api/auth/signin HTTP/1.1" 200 485 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:24:56 +0000] "POST /v1/api/auth/signin HTTP/1.1" 200 485 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:24:56 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:24:57 +0000] "POST /v1/api/auth/signin HTTP/1.1" 200 485 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:24:57 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:24:57 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:24:58 +0000] "POST /v1/api/auth/signin HTTP/1.1" 200 485 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:24:58 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:24:59 +0000] "POST /v1/api/auth/signin HTTP/1.1" 200 485 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:24:59 +0000] "POST /v1/api/auth/signin HTTP/1.1" 500 51 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:26:29 +0000] "POST /v1/api/auth/checkEmail HTTP/1.1" 200 17 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:26:34 +0000] "POST /v1/api/auth/checkEmail HTTP/1.1" 200 18 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:30:16 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 84 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:30:37 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 68 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:30:38 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 68 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:30:39 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 68 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:30:39 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 68 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:30:41 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 68 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:30:41 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 68 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:30:42 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 68 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:30:42 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 68 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:30:43 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 68 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:30:44 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 68 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:30:44 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 68 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:30:45 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 68 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:30:45 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 68 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:31:13 +0000] "POST /v1/api/auth/signup HTTP/1.1" 200 467 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:31:17 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 45 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:31:23 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 35 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:48:26 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 45 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:48:36 +0000] "POST /v1/api/auth/signup HTTP/1.1" 200 467 "-" "PostmanRuntime/7.29.2"
::1 - - [08/Mar/2023:02:50:31 +0000] "POST /v1/api/refreshToken HTTP/1.1" 200 52 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:02:50:31 +0000] "POST /v1/api/refreshToken HTTP/1.1" 200 52 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:02:50:31 +0000] "POST /v1/api/refreshToken HTTP/1.1" 200 52 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:02:50:31 +0000] "POST /v1/api/getPosts HTTP/1.1" 200 52 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:02:50:31 +0000] "POST /v1/api/user/getNotFollower HTTP/1.1" 403 43 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:02:50:31 +0000] "GET /v1/api/user HTTP/1.1" 403 43 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:02:53:43 +0000] "POST /v1/api/checkEmail HTTP/1.1" 200 52 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:09:39:50 +0000] "POST /v1/api/checkEmail HTTP/1.1" 200 52 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:09:41:09 +0000] "POST /v1/api/checkEmail HTTP/1.1" 200 52 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:09:41:24 +0000] "POST /v1/api/signup HTTP/1.1" 200 52 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:09:41:46 +0000] "POST /v1/api/signup HTTP/1.1" 200 52 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:09:43:06 +0000] "POST /v1/api/checkEmail HTTP/1.1" 200 52 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:09:43:20 +0000] "POST /v1/api/auth/signup HTTP/1.1" 400 36 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:09:44:44 +0000] "POST /v1/api/checkEmail HTTP/1.1" 200 52 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:09:44:48 +0000] "POST /v1/api/checkEmail HTTP/1.1" 200 52 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:09:44:55 +0000] "POST /v1/api/checkEmail HTTP/1.1" 200 52 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:09:46:06 +0000] "POST /v1/api/auth/checkEmail HTTP/1.1" 200 18 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:09:47:25 +0000] "POST /v1/api/auth/signup HTTP/1.1" 500 35 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:09:49:37 +0000] "POST /v1/api/auth/signup HTTP/1.1" 500 35 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
::1 - - [08/Mar/2023:09:51:57 +0000] "POST /v1/api/auth/checkEmail HTTP/1.1" 200 18 "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
